ID,Year,Month,Day,Date_,Hour,Minute,Second,Time_,Date,Spacecraft_,Spacecraft,Type_ipshock,Origem,Chave,Repete?,Accept
92000000,2009,8,30,8/30/2009,2,49,50,2:49:50 AM,2009-08-30 02:49:50,STEREO-B,STB,FF,SSC,200983024950STEREO-B,Repetido,1
1832,2009,8,31,8/31/2009,3,40,46,3:40:46 AM,2009-08-31 03:40:46,STEREO-B,STB,FF,IPShock,200983134046STEREO-B,,0
93000000,2009,8,31,8/31/2009,3,40,46,3:40:46 AM,2009-08-31 03:40:46,STEREO-B,STB,FF,SSC,200983134046STEREO-B,Repetido,1
1833,2009,9,1,9/1/2009,11,30,39,11:30:39 AM,2009-09-01 11:30:39,STEREO-A,STA,FF,IPShock,200991113039STEREO-A,,0
1835,2009,9,8,9/8/2009,5,30,54,5:30:54 AM,2009-09-08 05:30:54,STEREO-A,STA,FF,IPShock,20099853054STEREO-A,,0
94000000,2009,9,8,9/8/2009,5,30,54,5:30:54 AM,2009-09-08 05:30:54,STEREO-A,STA,FF,SSC,20099853054STEREO-A,Repetido,1
95000000,2009,10,2,10/2/2009,15,43,53,3:43:53 PM,2009-10-02 15:43:53,STEREO-B,STB,FF,SSC,2009102154353STEREO-B,,0
1836,2009,10,2,10/2/2009,15,43,53,3:43:53 PM,2009-10-02 15:43:53,STEREO-B,STB,FF,IPShock,2009102154353STEREO-B,Repetido,1
96000000,2009,10,4,10/4/2009,17,46,48,5:46:48 PM,2009-10-04 17:46:48,STEREO-B,STB,FR,SSC,2009104174648STEREO-B,,0
1840,2009,10,16,10/16/2009,14,56,54,2:56:54 PM,2009-10-16 14:56:54,STEREO-A,STA,FF,IPShock,20091016145654STEREO-A,,0
97000000,2009,10,16,10/16/2009,14,56,54,2:56:54 PM,2009-10-16 14:56:54,STEREO-A,STA,FF,SSC,20091016145654STEREO-A,Repetido,1
1842,2009,10,26,10/26/2009,11,27,33,11:27:33 AM,2009-10-26 11:27:33,STEREO-B,STB,FF,IPShock,20091026112733STEREO-B,,0
98000000,2009,10,26,10/26/2009,11,27,33,11:27:33 AM,2009-10-26 11:27:33,STEREO-B,STB,FF,SSC,20091026112733STEREO-B,Repetido,1
99000000,2009,11,3,11/3/2009,1,7,55,1:07:55 AM,2009-11-03 01:07:55,STEREO-B,STB,FF,SSC,20091131755STEREO-B,,0
1844,2009,11,8,11/8/2009,15,54,23,3:54:23 PM,2009-11-08 15:54:23,STEREO-B,STB,FF,IPShock,2009118155423STEREO-B,,0
100000000,2009,11,8,11/8/2009,15,54,23,3:54:23 PM,2009-11-08 15:54:23,STEREO-B,STB,FF,SSC,2009118155423STEREO-B,Repetido,1
101000000,2009,11,26,11/26/2009,16,18,56,4:18:56 PM,2009-11-26 16:18:56,STEREO-B,STB,FF,SSC,20091126161856STEREO-B,,0
102000000,2009,11,26,11/26/2009,23,6,27,11:06:27 PM,2009-11-26 23:06:27,STEREO-A,STA,FF,SSC,2009112623627STEREO-A,,0
103000000,2009,12,1,12/1/2009,4,9,10,4:09:10 AM,2009-12-01 04:09:10,STEREO-A,STA,FR,SSC,20091214910STEREO-A,,0
104000000,2009,12,8,12/8/2009,23,37,45,11:37:45 PM,2009-12-08 23:37:45,STEREO-A,STA,FF,SSC,"2009128233745,3STEREO-A",,0
1846,2009,12,13,12/13/2009,19,50,14,7:50:14 PM,2009-12-13 19:50:14,STEREO-B,STB,FR,IPShock,20091213195014STEREO-B,,0
105000000,2009,12,13,12/13/2009,19,50,14,7:50:14 PM,2009-12-13 19:50:14,STEREO-B,STB,FR,SSC,20091213195014STEREO-B,Repetido,1
106000000,2009,12,14,12/14/2009,6,8,59,6:08:59 AM,2009-12-14 06:08:59,STEREO-A,STA,FF,SSC,200912146859STEREO-A,,0
1847,2009,12,22,12/22/2009,23,51,15,11:51:15 PM,2009-12-22 23:51:15,STEREO-A,STA,FR,IPShock,20091222235115STEREO-A,,0
107000000,2009,12,22,12/22/2009,23,51,15,11:51:15 PM,2009-12-22 23:51:15,STEREO-A,STA,FR,SSC,20091222235115STEREO-A,Repetido,1
1848,2009,12,24,12/24/2009,16,17,12,4:17:12 PM,2009-12-24 16:17:12,STEREO-A,STA,FF,IPShock,20091224161712STEREO-A,,0
108000000,2009,12,31,12/31/2009,12,52,32,12:52:31 PM,2009-12-31 12:52:31,STEREO-A,STA,FF,SSC,"20091231125231,5STEREO-A",,0
1854,2010,2,5,2/5/2010,3,33,12,3:33:12 AM,2010-02-05 03:33:12,STEREO-A,STA,FF,IPShock,20102533312STEREO-A,,0
109000000,2010,2,5,2/5/2010,3,33,12,3:33:12 AM,2010-02-05 03:33:12,STEREO-A,STA,FF,SSC,20102533312STEREO-A,Repetido,1
1857,2010,2,12,2/12/2010,12,43,4,12:43:04 PM,2010-02-12 12:43:04,STEREO-A,STA,FF,IPShock,201021212434STEREO-A,,0
110000000,2010,2,13,2/13/2010,11,52,15,11:52:15 AM,2010-02-13 11:52:15,STEREO-B,STB,FF,SSC,2010213115215STEREO-B,,0
1858,2010,2,14,2/14/2010,7,49,55,7:49:55 AM,2010-02-14 07:49:55,STEREO-B,STB,FR,IPShock,201021474955STEREO-B,,0
111000000,2010,2,14,2/14/2010,7,49,55,7:49:55 AM,2010-02-14 07:49:55,STEREO-B,STB,FR,SSC,201021474955STEREO-B,Repetido,1
1859,2010,2,15,2/15/2010,4,41,31,4:41:31 AM,2010-02-15 04:41:31,STEREO-A,STA,FF,IPShock,201021544131STEREO-A,,0
112000000,2010,2,15,2/15/2010,4,41,31,4:41:31 AM,2010-02-15 04:41:31,STEREO-A,STA,FF,SSC,201021544131STEREO-A,Repetido,1
1862,2010,2,28,2/28/2010,19,49,55,7:49:55 PM,2010-02-28 19:49:55,STEREO-B,STB,FF,IPShock,2010228194955STEREO-B,,0
113000000,2010,2,28,2/28/2010,19,49,55,7:49:55 PM,2010-02-28 19:49:55,STEREO-B,STB,FF,SSC,2010228194955STEREO-B,Repetido,1
1863,2010,3,4,3/4/2010,3,51,39,3:51:39 AM,2010-03-04 03:51:39,STEREO-B,STB,FF,IPShock,20103435139STEREO-B,,0
1864,2010,3,5,3/5/2010,2,57,25,2:57:25 AM,2010-03-05 02:57:25,STEREO-A,STA,FF,IPShock,20103525725STEREO-A,,0
114000000,2010,3,9,3/9/2010,4,17,17,4:17:17 AM,2010-03-09 04:17:17,STEREO-B,STB,FF,SSC,20103941717STEREO-B,,0
1865,2010,3,11,3/11/2010,8,49,24,8:49:24 AM,2010-03-11 08:49:24,STEREO-B,STB,FR,IPShock,201031184924STEREO-B,,0
115000000,2010,3,11,3/11/2010,8,49,24,8:49:24 AM,2010-03-11 08:49:24,STEREO-B,STB,FR,SSC,201031184924STEREO-B,Repetido,1
1866,2010,3,11,3/11/2010,19,9,23,7:09:23 PM,2010-03-11 19:09:23,STEREO-A,STA,FF,IPShock,201031119923STEREO-A,,0
116000000,2010,3,11,3/11/2010,19,9,23,7:09:23 PM,2010-03-11 19:09:23,STEREO-A,STA,FF,SSC,201031119923STEREO-A,Repetido,1
1867,2010,3,12,3/12/2010,8,11,23,8:11:23 AM,2010-03-12 08:11:23,STEREO-A,STA,FR,IPShock,201031281123STEREO-A,,0
1868,2010,3,15,3/15/2010,13,39,26,1:39:26 PM,2010-03-15 13:39:26,STEREO-A,STA,FF,IPShock,2010315133926STEREO-A,,0
117000000,2010,3,15,3/15/2010,13,39,26,1:39:26 PM,2010-03-15 13:39:26,STEREO-A,STA,FF,SSC,2010315133926STEREO-A,Repetido,1
118000000,2010,3,20,3/20/2010,10,51,22,10:51:22 AM,2010-03-20 10:51:22,STEREO-B,STB,FR,SSC,2010320105122STEREO-B,,0
1872,2010,4,4,4/4/2010,1,10,4,1:10:04 AM,2010-04-04 01:10:04,STEREO-A,STA,FF,IPShock,2010441104STEREO-A,,0
119000000,2010,4,4,4/4/2010,1,10,4,1:10:04 AM,2010-04-04 01:10:04,STEREO-A,STA,FF,SSC,2010441104STEREO-A,Repetido,1
1873,2010,4,4,4/4/2010,13,20,41,1:20:41 PM,2010-04-04 13:20:41,STEREO-A,STA,FR,IPShock,201044132041STEREO-A,,0
1879,2010,4,23,4/23/2010,0,34,36,12:34:36 AM,2010-04-23 00:34:36,STEREO-A,STA,FF,IPShock,201042303436STEREO-A,,0
120000000,2010,4,23,4/23/2010,0,34,36,12:34:36 AM,2010-04-23 00:34:36,STEREO-A,STA,FF,SSC,201042303436STEREO-A,Repetido,1
121000000,2010,4,26,4/26/2010,15,2,50,3:02:50 PM,2010-04-26 15:02:50,STEREO-B,STB,FF,SSC,201042615250STEREO-B,,0
1880,2010,4,27,4/27/2010,20,6,2,8:06:02 PM,2010-04-27 20:06:02,STEREO-B,STB,FR,IPShock,20104272062STEREO-B,,0
1882,2010,5,8,5/8/2010,9,24,7,9:24:07 AM,2010-05-08 09:24:07,STEREO-A,STA,FR,IPShock,2010589247STEREO-A,,0
122000000,2010,5,8,5/8/2010,9,24,7,9:24:07 AM,2010-05-08 09:24:07,STEREO-A,STA,FR,SSC,2010589247STEREO-A,Repetido,1
1883,2010,5,15,5/15/2010,1,19,2,1:19:02 AM,2010-05-15 01:19:02,STEREO-B,STB,FF,IPShock,20105151192STEREO-B,,0
123000000,2010,5,15,5/15/2010,1,19,2,1:19:02 AM,2010-05-15 01:19:02,STEREO-B,STB,FF,SSC,20105151192STEREO-B,Repetido,1
1886,2010,5,30,5/30/2010,14,59,18,2:59:18 PM,2010-05-30 14:59:18,STEREO-A,STA,FF,IPShock,2010530145918STEREO-A,,0
124000000,2010,5,30,5/30/2010,14,59,18,2:59:18 PM,2010-05-30 14:59:18,STEREO-A,STA,FF,SSC,2010530145918STEREO-A,Repetido,1
1888,2010,6,2,6/2/2010,20,46,30,8:46:30 PM,2010-06-02 20:46:30,STEREO-B,STB,FR,IPShock,201062204630STEREO-B,,0
125000000,2010,6,2,6/2/2010,20,46,30,8:46:30 PM,2010-06-02 20:46:30,STEREO-B,STB,FR,SSC,201062204630STEREO-B,Repetido,1
1889,2010,6,3,6/3/2010,8,36,28,8:36:28 AM,2010-06-03 08:36:28,STEREO-A,STA,FF,IPShock,20106383628STEREO-A,,0
126000000,2010,6,3,6/3/2010,8,36,28,8:36:28 AM,2010-06-03 08:36:28,STEREO-A,STA,FF,SSC,20106383628STEREO-A,Repetido,1
1890,2010,6,5,6/5/2010,7,30,10,7:30:10 AM,2010-06-05 07:30:10,STEREO-A,STA,FR,IPShock,20106573010STEREO-A,,0
127000000,2010,6,5,6/5/2010,7,30,10,7:30:10 AM,2010-06-05 07:30:10,STEREO-A,STA,FR,SSC,20106573010STEREO-A,Repetido,1
1891,2010,6,7,6/7/2010,4,8,48,4:08:48 AM,2010-06-07 04:08:48,STEREO-B,STB,FF,IPShock,2010674848STEREO-B,,0
128000000,2010,6,7,6/7/2010,4,8,48,4:08:48 AM,2010-06-07 04:08:48,STEREO-B,STB,FF,SSC,2010674848STEREO-B,Repetido,1
1892,2010,6,11,6/11/2010,4,41,28,4:41:28 AM,2010-06-11 04:41:28,STEREO-B,STB,FF,IPShock,201061144128STEREO-B,,0
129000000,2010,6,11,6/11/2010,4,41,28,4:41:28 AM,2010-06-11 04:41:28,STEREO-B,STB,FF,SSC,201061144128STEREO-B,Repetido,1
1893,2010,6,12,6/12/2010,4,59,20,4:59:20 AM,2010-06-12 04:59:20,STEREO-B,STB,FR,IPShock,201061245920STEREO-B,,0
130000000,2010,6,12,6/12/2010,4,59,20,4:59:20 AM,2010-06-12 04:59:20,STEREO-B,STB,FR,SSC,201061245920STEREO-B,Repetido,1
1894,2010,6,15,6/15/2010,11,35,0,11:35:00 AM,2010-06-15 11:35:00,STEREO-A,STA,FR,IPShock,201061511350STEREO-A,,0
1895,2010,6,30,6/30/2010,5,45,0,5:45:00 AM,2010-06-30 05:45:00,STEREO-B,STB,FF,IPShock,20106305450STEREO-B,,0
131000000,2010,6,30,6/30/2010,5,45,0,5:45:00 AM,2010-06-30 05:45:00,STEREO-B,STB,FF,SSC,20106305450STEREO-B,Repetido,1
132000000,2010,7,8,7/8/2010,16,42,10,4:42:10 PM,2010-07-08 16:42:10,STEREO-B,STB,FF,SSC,201078164210STEREO-B,,0
1896,2010,8,2,8/2/2010,15,31,0,3:31:00 PM,2010-08-02 15:31:00,STEREO-B,STB,FF,IPShock,20108215310STEREO-B,,0
133000000,2010,8,2,8/2/2010,15,31,0,3:31:00 PM,2010-08-02 15:31:00,STEREO-B,STB,FF,SSC,20108215310STEREO-B,Repetido,1
1897,2010,8,3,8/3/2010,5,0,54,5:00:54 AM,2010-08-03 05:00:54,STEREO-B,STB,FF,IPShock,2010835054STEREO-B,,0
134000000,2010,8,3,8/3/2010,5,0,54,5:00:54 AM,2010-08-03 05:00:54,STEREO-B,STB,FF,SSC,2010835054STEREO-B,Repetido,1
1901,2010,8,4,8/4/2010,7,9,21,7:09:21 AM,2010-08-04 07:09:21,STEREO-B,STB,FR,IPShock,2010847921STEREO-B,,0
135000000,2010,8,4,8/4/2010,7,9,21,7:09:21 AM,2010-08-04 07:09:21,STEREO-B,STB,FR,SSC,2010847921STEREO-B,Repetido,1
1902,2010,8,11,8/11/2010,9,31,47,9:31:47 AM,2010-08-11 09:31:47,STEREO-B,STB,FF,IPShock,201081193147STEREO-B,,0
136000000,2010,8,11,8/11/2010,9,31,47,9:31:47 AM,2010-08-11 09:31:47,STEREO-B,STB,FF,SSC,201081193147STEREO-B,Repetido,1
1903,2010,8,12,8/12/2010,5,48,24,5:48:24 AM,2010-08-12 05:48:24,STEREO-A,STA,FR,IPShock,201081254824STEREO-A,,0
1904,2010,8,20,8/20/2010,10,27,56,10:27:56 AM,2010-08-20 10:27:56,STEREO-B,STB,FR,IPShock,2010820102756STEREO-B,,0
137000000,2010,8,20,8/20/2010,10,27,56,10:27:56 AM,2010-08-20 10:27:56,STEREO-B,STB,FR,SSC,2010820102756STEREO-B,Repetido,1
1905,2010,8,20,8/20/2010,16,13,39,4:13:39 PM,2010-08-20 16:13:39,STEREO-A,STA,FF,IPShock,2010820161339STEREO-A,,0
138000000,2010,8,20,8/20/2010,16,13,39,4:13:39 PM,2010-08-20 16:13:39,STEREO-A,STA,FF,SSC,2010820161339STEREO-A,Repetido,1
139000000,2010,8,21,8/21/2010,16,57,26,4:57:26 PM,2010-08-21 16:57:26,STEREO-A,STA,FR,SSC,2010821165726STEREO-A,,0
1906,2010,8,21,8/21/2010,20,16,47,8:16:47 PM,2010-08-21 20:16:47,STEREO-B,STB,FR,IPShock,2010821201647STEREO-B,,0
1907,2010,9,7,9/7/2010,8,29,6,8:29:06 AM,2010-09-07 08:29:06,STEREO-A,STA,FF,IPShock,2010978296STEREO-A,,0
140000000,2010,9,7,9/7/2010,8,29,6,8:29:06 AM,2010-09-07 08:29:06,STEREO-A,STA,FF,SSC,2010978296STEREO-A,Repetido,1
1908,2010,9,10,9/10/2010,18,17,58,6:17:58 PM,2010-09-10 18:17:58,STEREO-A,STA,FF,IPShock,2010910181758STEREO-A,,0
1909,2010,9,11,9/11/2010,6,58,46,6:58:46 AM,2010-09-11 06:58:46,STEREO-A,STA,FF,IPShock,201091165846STEREO-A,,0
141000000,2010,9,11,9/11/2010,6,58,46,6:58:46 AM,2010-09-11 06:58:46,STEREO-A,STA,FF,SSC,201091165846STEREO-A,Repetido,1
142000000,2010,9,12,9/12/2010,5,26,45,5:26:45 AM,2010-09-12 05:26:45,STEREO-B,STB,FF,SSC,201091252645STEREO-B,,0
143000000,2010,9,15,9/15/2010,7,18,4,7:18:04 AM,2010-09-15 07:18:04,STEREO-B,STB,FF,SSC,20109157184STEREO-B,,0
144000000,2010,9,17,9/17/2010,22,33,44,10:33:44 PM,2010-09-17 22:33:44,STEREO-A,STA,FF,SSC,2010917223344STEREO-A,,0
1910,2010,9,17,9/17/2010,22,33,44,10:33:44 PM,2010-09-17 22:33:44,STEREO-A,STA,FF,IPShock,2010917223344STEREO-A,Repetido,1
1912,2010,9,26,9/26/2010,22,17,48,10:17:48 PM,2010-09-26 22:17:48,STEREO-B,STB,FF,IPShock,2010926221748STEREO-B,,0
145000000,2010,9,28,9/28/2010,7,16,37,7:16:37 AM,2010-09-28 07:16:37,STEREO-B,STB,FF,SSC,201092871637STEREO-B,,0
1913,2010,10,2,10/2/2010,15,6,58,3:06:58 PM,2010-10-02 15:06:58,STEREO-A,STA,FF,IPShock,201010215658STEREO-A,,0
1915,2010,10,31,10/31/2010,10,4,9,10:04:09 AM,2010-10-31 10:04:09,STEREO-A,STA,FR,IPShock,201010311049STEREO-A,,0
146000000,2010,10,31,10/31/2010,10,4,13,10:04:13 AM,2010-10-31 10:04:13,STEREO-A,STA,FR,SSC,2010103110413STEREO-A,,0
1916,2010,11,7,11/7/2010,19,5,5,7:05:05 PM,2010-11-07 19:05:05,STEREO-B,STB,FF,IPShock,20101171955STEREO-B,,0
147000000,2010,11,7,11/7/2010,19,5,5,7:05:05 PM,2010-11-07 19:05:05,STEREO-B,STB,FF,SSC,20101171955STEREO-B,Repetido,1
1917,2010,11,7,11/7/2010,19,52,16,7:52:16 PM,2010-11-07 19:52:16,STEREO-B,STB,FF,IPShock,2010117195216STEREO-B,,0
148000000,2010,11,16,11/16/2010,19,26,0,7:26:00 PM,2010-11-16 19:26:00,STEREO-A,STA,FR,SSC,2010111619260STEREO-A,,0
1918,2010,11,16,11/16/2010,19,26,0,7:26:00 PM,2010-11-16 19:26:00,STEREO-A,STA,FR,IPShock,2010111619260STEREO-A,Repetido,1
149000000,2010,11,19,11/19/2010,20,26,0,8:26:00 PM,2010-11-19 20:26:00,STEREO-B,STB,FF,SSC,2010111920260STEREO-B,,0
1919,2010,11,19,11/19/2010,20,26,0,8:26:00 PM,2010-11-19 20:26:00,STEREO-B,STB,FF,IPShock,2010111920260STEREO-B,Repetido,1
1920,2010,12,4,12/4/2010,0,10,20,12:10:20 AM,2010-12-04 00:10:20,STEREO-A,STA,FF,IPShock,201012401020STEREO-A,,0
150000000,2010,12,4,12/4/2010,0,10,20,12:10:20 AM,2010-12-04 00:10:20,STEREO-A,STA,FF,SSC,201012401020STEREO-A,Repetido,1
1921,2010,12,14,12/14/2010,17,15,32,5:15:32 PM,2010-12-14 17:15:32,STEREO-A,STA,FF,IPShock,20101214171532STEREO-A,,0
151000000,2010,12,14,12/14/2010,17,15,32,5:15:32 PM,2010-12-14 17:15:32,STEREO-A,STA,FF,SSC,20101214171532STEREO-A,Repetido,1
1923,2010,12,29,12/29/2010,11,24,10,11:24:10 AM,2010-12-29 11:24:10,STEREO-B,STB,FF,IPShock,20101229112410STEREO-B,,0
152000000,2010,12,29,12/29/2010,11,24,10,11:24:10 AM,2010-12-29 11:24:10,STEREO-B,STB,FF,SSC,20101229112410STEREO-B,Repetido,1
1924,2010,12,31,12/31/2010,18,59,32,6:59:32 PM,2010-12-31 18:59:32,STEREO-B,STB,FR,IPShock,20101231185932STEREO-B,,0
153000000,2011,1,12,1/12/2011,22,36,35,10:36:35 PM,2011-01-12 22:36:35,STEREO-B,STB,FF,SSC,2011112223635STEREO-B,,0
1925,2011,1,12,1/12/2011,22,36,35,10:36:35 PM,2011-01-12 22:36:35,STEREO-B,STB,FF,IPShock,2011112223635STEREO-B,Repetido,1
1926,2011,1,17,1/17/2011,15,46,6,3:46:06 PM,2011-01-17 15:46:06,STEREO-B,STB,FF,IPShock,201111715466STEREO-B,,0
154000000,2011,1,17,1/17/2011,15,46,6,3:46:06 PM,2011-01-17 15:46:06,STEREO-B,STB,FF,SSC,201111715466STEREO-B,Repetido,1
1927,2011,1,17,1/17/2011,18,31,0,6:31:00 PM,2011-01-17 18:31:00,STEREO-A,STA,FR,IPShock,201111718310STEREO-A,,0
155000000,2011,1,17,1/17/2011,18,31,0,6:31:00 PM,2011-01-17 18:31:00,STEREO-A,STA,FR,SSC,201111718310STEREO-A,Repetido,1
1928,2011,1,23,1/23/2011,17,6,3,5:06:03 PM,2011-01-23 17:06:03,STEREO-A,STA,FF,IPShock,20111231763STEREO-A,,0
156000000,2011,1,23,1/23/2011,17,6,3,5:06:03 PM,2011-01-23 17:06:03,STEREO-A,STA,FF,SSC,20111231763STEREO-A,Repetido,1
157000000,2011,1,25,1/25/2011,0,6,27,12:06:27 AM,2011-01-25 00:06:27,STEREO-A,STA,FR,SSC,20111250627STEREO-A,,0
158000000,2011,2,18,2/18/2011,17,43,0,5:43:00 PM,2011-02-18 17:43:00,STEREO-A,STA,FF,SSC,201121817430STEREO-A,,0
1939,2011,2,26,2/26/2011,8,29,19,8:29:19 AM,2011-02-26 08:29:19,STEREO-B,STB,FF,IPShock,201122682919STEREO-B,,0
1940,2011,2,26,2/26/2011,8,46,56,8:46:56 AM,2011-02-26 08:46:56,STEREO-B,STB,FF,IPShock,201122684656STEREO-B,,0
159000000,2011,3,6,3/6/2011,13,38,3,1:38:03 PM,2011-03-06 13:38:03,STEREO-B,STB,FF,SSC,20113613383STEREO-B,,0
160000000,2011,3,7,3/7/2011,8,31,50,8:31:50 AM,2011-03-07 08:31:50,STEREO-B,STB,FF,SSC,20113783150STEREO-B,,0
1942,2011,3,7,3/7/2011,12,22,46,12:22:46 PM,2011-03-07 12:22:46,STEREO-B,STB,FF,IPShock,201137122246STEREO-B,,0
161000000,2011,3,7,3/7/2011,12,22,46,12:22:46 PM,2011-03-07 12:22:46,STEREO-B,STB,FF,SSC,201137122246STEREO-B,Repetido,1
1943,2011,3,9,3/9/2011,6,47,40,6:47:40 AM,2011-03-09 06:47:40,STEREO-A,STA,FF,IPShock,20113964740STEREO-A,,0
162000000,2011,3,9,3/9/2011,6,47,40,6:47:40 AM,2011-03-09 06:47:40,STEREO-A,STA,FF,SSC,20113964740STEREO-A,Repetido,1
1945,2011,3,11,3/11/2011,3,51,38,3:51:38 AM,2011-03-11 03:51:38,STEREO-B,STB,FF,IPShock,201131135138STEREO-B,,0
1948,2011,3,19,3/19/2011,11,24,39,11:24:39 AM,2011-03-19 11:24:39,STEREO-A,STA,FF,IPShock,2011319112439STEREO-A,,0
163000000,2011,3,19,3/19/2011,11,24,39,11:24:39 AM,2011-03-19 11:24:39,STEREO-A,STA,FF,SSC,2011319112439STEREO-A,Repetido,1
1949,2011,3,20,3/20/2011,15,46,0,3:46:00 PM,2011-03-20 15:46:00,STEREO-B,STB,FF,IPShock,201132015460STEREO-B,,0
164000000,2011,3,20,3/20/2011,17,17,24,5:17:24 PM,2011-03-20 17:17:24,STEREO-B,STB,FF,SSC,2011320171724STEREO-B,,0
1950,2011,3,21,3/21/2011,18,42,8,6:42:08 PM,2011-03-21 18:42:08,STEREO-B,STB,FF,IPShock,201132118428STEREO-B,,0
165000000,2011,3,21,3/21/2011,18,42,8,6:42:08 PM,2011-03-21 18:42:08,STEREO-B,STB,FF,SSC,201132118428STEREO-B,Repetido,1
1951,2011,3,22,3/22/2011,3,57,34,3:57:34 AM,2011-03-22 03:57:34,STEREO-A,STA,FF,IPShock,201132235734STEREO-A,,0
166000000,2011,3,22,3/22/2011,3,57,34,3:57:34 AM,2011-03-22 03:57:34,STEREO-A,STA,FF,SSC,201132235734STEREO-A,Repetido,1
1952,2011,3,22,3/22/2011,18,21,6,6:21:06 PM,2011-03-22 18:21:06,STEREO-A,STA,FF,IPShock,201132218216STEREO-A,,0
167000000,2011,3,22,3/22/2011,18,21,6,6:21:06 PM,2011-03-22 18:21:06,STEREO-A,STA,FF,SSC,201132218216STEREO-A,Repetido,1
1953,2011,3,28,3/28/2011,8,53,45,8:53:45 AM,2011-03-28 08:53:45,STEREO-B,STB,FF,IPShock,201132885345STEREO-B,,0
1955,2011,3,31,3/31/2011,12,37,7,12:37:07 PM,2011-03-31 12:37:07,STEREO-A,STA,FR,IPShock,201133112377STEREO-A,,0
168000000,2011,3,31,3/31/2011,12,37,7,12:37:07 PM,2011-03-31 12:37:07,STEREO-A,STA,FR,SSC,201133112377STEREO-A,Repetido,1
1956,2011,3,31,3/31/2011,23,38,51,11:38:51 PM,2011-03-31 23:38:51,STEREO-B,STB,FF,IPShock,2011331233851STEREO-B,,0
169000000,2011,4,9,4/9/2011,13,39,33,1:39:33 PM,2011-04-09 13:39:33,STEREO-A,STA,FR,SSC,201149133933STEREO-A,,0
1961,2011,4,11,4/11/2011,12,7,59,12:07:59 PM,2011-04-11 12:07:59,STEREO-A,STA,FF,IPShock,201141112759STEREO-A,,0
170000000,2011,4,11,4/11/2011,12,7,59,12:07:59 PM,2011-04-11 12:07:59,STEREO-A,STA,FF,SSC,201141112759STEREO-A,Repetido,1
171000000,2011,4,22,4/22/2011,10,59,17,10:59:17 AM,2011-04-22 10:59:17,STEREO-A,STA,FF,SSC,2011422105917STEREO-A,,0
172000000,2011,4,23,4/23/2011,1,21,57,1:21:57 AM,2011-04-23 01:21:57,STEREO-B,STB,FF,SSC,201142312157STEREO-B,,0
1966,2011,4,24,4/24/2011,11,7,20,11:07:20 AM,2011-04-24 11:07:20,STEREO-B,STB,FR,IPShock,201142411720STEREO-B,,0
173000000,2011,4,24,4/24/2011,11,7,20,11:07:20 AM,2011-04-24 11:07:20,STEREO-B,STB,FR,SSC,201142411720STEREO-B,Repetido,1
1967,2011,5,7,5/7/2011,11,32,53,11:32:53 AM,2011-05-07 11:32:53,STEREO-A,STA,FR,IPShock,201157113253STEREO-A,,0
174000000,2011,5,7,5/7/2011,11,32,53,11:32:53 AM,2011-05-07 11:32:53,STEREO-A,STA,FR,SSC,201157113253STEREO-A,Repetido,1
1968,2011,5,12,5/12/2011,4,45,0,4:45:00 AM,2011-05-12 04:45:00,STEREO-B,STB,FF,IPShock,20115124450STEREO-B,,0
175000000,2011,5,12,5/12/2011,4,45,7,4:45:07 AM,2011-05-12 04:45:07,STEREO-B,STB,FF,SSC,20115124457STEREO-B,,0
1971,2011,6,1,6/1/2011,7,25,26,7:25:26 AM,2011-06-01 07:25:26,STEREO-B,STB,FF,IPShock,20116172526STEREO-B,,0
1972,2011,6,4,6/4/2011,18,48,49,6:48:49 PM,2011-06-04 18:48:49,STEREO-A,STA,FR,IPShock,201164184849STEREO-A,,0
176000000,2011,6,4,6/4/2011,18,48,49,6:48:49 PM,2011-06-04 18:48:49,STEREO-A,STA,FR,SSC,201164184849STEREO-A,Repetido,1
1975,2011,6,5,6/5/2011,18,59,0,6:59:00 PM,2011-06-05 18:59:00,STEREO-A,STA,FF,IPShock,20116518590STEREO-A,,0
177000000,2011,6,5,6/5/2011,18,59,0,6:59:00 PM,2011-06-05 18:59:00,STEREO-A,STA,FF,SSC,20116518590STEREO-A,Repetido,1
178000000,2011,6,9,6/9/2011,9,50,10,9:50:10 AM,2011-06-09 09:50:10,STEREO-B,STB,FF,SSC,20116995010STEREO-B,,0
179000000,2011,6,9,6/9/2011,22,40,53,10:40:53 PM,2011-06-09 22:40:53,STEREO-A,STA,FF,SSC,201169224053STEREO-A,,0
1976,2011,6,10,6/10/2011,6,42,59,6:42:59 AM,2011-06-10 06:42:59,STEREO-A,STA,FF,IPShock,201161064259STEREO-A,,0
180000000,2011,6,12,6/12/2011,0,2,24,12:02:24 AM,2011-06-12 00:02:24,STEREO-A,STA,FR,SSC,20116120224STEREO-A,,0
1980,2011,6,16,6/16/2011,3,10,22,3:10:22 AM,2011-06-16 03:10:22,STEREO-A,STA,FF,IPShock,201161631022STEREO-A,,0
181000000,2011,6,16,6/16/2011,3,10,22,3:10:22 AM,2011-06-16 03:10:22,STEREO-A,STA,FF,SSC,201161631022STEREO-A,Repetido,1
182000000,2011,6,16,6/16/2011,19,36,23,7:36:23 PM,2011-06-16 19:36:23,STEREO-B,STB,FF,SSC,2011616193623STEREO-B,,0
